antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})","frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF'})","frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'STR_SUPPLIES'})","frozenset({'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'LIQUOR', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'STR_SUPPLIES', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'LIQUOR'}),"frozenset({'STR_SUPPLIES', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'LIQUOR', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'LIQUOR'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'REF', 'BEER'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'REF', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'LIQUOR', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER'})","frozenset({'WINE', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'BEER'})","frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'REF'})","frozenset({'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'WINE', 'LIQUOR', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'LIQUOR', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER'})","frozenset({'WINE', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})","frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF'})","frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR'})","frozenset({'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'WINE', 'LIQUOR', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'WINE', 'LIQUOR', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'WINE', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'LIQUOR', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'LIQUOR'}),"frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",frozenset({'LIQUOR'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})",frozenset({'BEER'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER'})","frozenset({'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'LIQUOR', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'LIQUOR', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR'})","frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'BEER'}),"frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'WINE', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'STR_SUPPLIES', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'WINE', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR', 'REF', 'BEER'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'LIQUOR'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'REF', 'STR_SUPPLIES'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'LIQUOR', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'LIQUOR'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'REF'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'WINE', 'LIQUOR', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER'})","frozenset({'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'LIQUOR', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})","frozenset({'LIQUOR', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})","frozenset({'WINE', 'LIQUOR', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'LIQUOR'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'LIQUOR', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'WINE', 'LIQUOR', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'WINE', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'LIQUOR', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'LIQUOR'}),"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'WINE', 'LIQUOR', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
